,Movie,Year,IMDB,Metascore,Vote,Runtime,Genre
1001,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
1002,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
1003,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
1004,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
1005,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
1006,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
1007,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
1008,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
1009,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
1010,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
1011,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
1012,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
1013,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
1014,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
1015,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
1016,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
1017,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
1018,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
1019,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
1020,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
1021,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
1022,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
1023,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
1024,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
1025,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
1026,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
1027,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
1028,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
1029,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
1030,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
1031,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
1032,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
1033,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
1034,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
1035,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
1036,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
1037,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
1038,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
1039,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
1040,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
1041,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
1042,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
1043,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
1044,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
1045,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
1046,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
1047,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
1048,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
1049,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
1050,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
1051,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
1052,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
1053,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
1054,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
1055,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
1056,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
1057,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
1058,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
1059,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
1060,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
1061,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
1062,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
1063,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
1064,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
1065,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
1066,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
1067,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
1068,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
1069,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
1070,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
1071,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
1072,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
1073,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
1074,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
1075,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
1076,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
1077,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
1078,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
1079,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
1080,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
1081,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
1082,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
1083,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
1084,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
1085,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
1086,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
1087,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
1088,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
1089,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
1090,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
1091,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
1092,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
1093,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
1094,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
1095,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
1096,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
1097,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
1098,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
1099,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
1100,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
1101,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
1102,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
1103,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
1104,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
1105,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
1106,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
1107,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
1108,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
1109,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
1110,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
1111,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
1112,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
1113,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
1114,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
1115,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
1116,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
1117,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
1118,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
1119,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
1120,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
1121,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
1122,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
1123,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
1124,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
1125,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
1126,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
1127,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
1128,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
1129,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
1130,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
1131,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
1132,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
1133,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
1134,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
1135,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
1136,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
1137,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
1138,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
1139,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
1140,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
1141,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
1142,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
1143,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
1144,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
1145,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
1146,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
1147,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
1148,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
1149,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
1150,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
1151,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
1152,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
1153,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
1154,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
1155,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
1156,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
1157,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
1158,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
1159,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
1160,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
1161,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
1162,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
1163,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
1164,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
1165,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
1166,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
1167,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
1168,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
1169,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
1170,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
1171,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
1172,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
1173,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
1174,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
1175,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
1176,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
1177,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
1178,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
1179,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
1180,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
1181,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
1182,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
1183,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
1184,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
1185,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
1186,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
1187,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
1188,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
1189,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
1190,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
1191,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
1192,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
1193,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
1194,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
1195,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
1196,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
1197,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
1198,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
1199,Lady Bird,2017,7.4,94,219731,94 min,"Action, Biography, Comedy"
1200,War for the Planet of the Apes,2017,7.4,82,218689,140 min,"Action, Biography, Comedy"
1201,Murder on the Orient Express,2017,6.5,52,199060,114 min,"Action, Biography, Comedy"
1202,Life,2017,6.6,54,198467,104 min,"Action, Biography, Comedy"
1203,The Fate of the Furious,2017,6.7,56,196478,136 min,"Action, Biography, Comedy"
1204,Call Me by Your Name,2017,7.9,93,192560,132 min,"Action, Biography, Comedy"
1205,Wind River,2017,7.7,73,190872,107 min,"Action, Biography, Comedy"
1206,Ghost in the Shell,2017,6.3,52,189463,107 min,"Action, Biography, Comedy"
1207,King Arthur: Legend of the Sword,2017,6.7,41,183882,126 min,"Action, Biography, Comedy"
1208,Mother!,2017,6.6,75,180872,121 min,"Action, Biography, Comedy"
1209,The Hitman's Bodyguard,2017,6.9,47,178117,118 min,"Action, Biography, Comedy"
1210,"I, Tonya",2017,7.5,77,168890,119 min,"Action, Biography, Comedy"
1211,Atomic Blonde,2017,6.7,63,167367,115 min,"Action, Biography, Comedy"
1212,The Mummy,2017,5.4,34,166908,110 min,"Action, Biography, Comedy"
1213,Bright,2017,6.3,29,161957,117 min,"Action, Biography, Comedy"
1214,Darkest Hour,2017,7.4,75,161611,125 min,"Action, Biography, Comedy"
1215,Valerian and the City of a Thousand Planets,2017,6.5,51,155052,137 min,"Action, Biography, Comedy"
1216,Baywatch,2017,5.5,37,153550,116 min,"Action, Biography, Comedy"
1217,American Made,2017,7.2,65,150610,115 min,"Action, Biography, Comedy"
1218,Logan,2017,8.1,77,617330,137 min,"Action, Biography, Comedy"
1219,Thor: Ragnarok,2017,7.9,74,553312,130 min,"Action, Biography, Comedy"
1220,Guardians of the Galaxy Vol. 2,2017,7.6,67,540913,136 min,"Action, Biography, Comedy"
1221,Star Wars: Episode VIII - The Last Jedi,2017,7.0,84,540316,152 min,"Action, Biography, Comedy"
1222,Wonder Woman,2017,7.4,76,528536,141 min,"Action, Biography, Comedy"
1223,Dunkirk,2017,7.9,94,519154,106 min,"Action, Biography, Comedy"
1224,Spider-Man: Homecoming,2017,7.4,73,485753,133 min,"Action, Biography, Comedy"
1225,Get Out,2017,7.7,85,461503,104 min,"Action, Biography, Comedy"
1226,It,2017,7.3,69,434963,135 min,"Action, Biography, Comedy"
1227,Blade Runner 2049,2017,8.0,81,431618,164 min,"Action, Biography, Comedy"
1228,Baby Driver,2017,7.6,86,412492,113 min,"Action, Biography, Comedy"
1229,"Three Billboards Outside Ebbing, Missouri",2017,8.2,88,400644,115 min,"Action, Biography, Comedy"
1230,Justice League,2017,6.4,45,364237,120 min,"Action, Biography, Comedy"
1231,The Shape of Water,2017,7.3,87,351169,123 min,"Action, Biography, Comedy"
1232,John Wick: Chapter 2,2017,7.5,75,344854,122 min,"Action, Biography, Comedy"
1233,Coco,2017,8.4,81,340756,105 min,"Action, Biography, Comedy"
1234,Jumanji: Welcome to the Jungle,2017,6.9,58,301997,119 min,"Action, Biography, Comedy"
1235,Beauty and the Beast,2017,7.1,65,259975,129 min,"Action, Biography, Comedy"
1236,Kong: Skull Island,2017,6.6,62,258577,118 min,"Action, Biography, Comedy"
1237,Kingsman: The Golden Circle,2017,6.7,44,257176,141 min,"Action, Biography, Comedy"
1238,Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,39,250092,129 min,"Action, Biography, Comedy"
1239,Alien: Covenant,2017,6.4,65,244683,122 min,"Action, Biography, Comedy"
1240,The Greatest Showman,2017,7.6,48,221133,105 min,"Action, Biography, Comedy"
